index,date,north,east,individ,gender
SEP0198486,2020-09-10,7062034,676593,NRM_632,Hona
SEP0198487,2020-09-08,7054151,706018,BI406687,Hona
SEP0198489,2020-08-21,7070918,697734,BI080567,Hane
SEP0198491,2020-09-12,7090539,654672,BI414940,Hane
SEP0198492,2020-09-02,7056433,694072,NRM_647,Hona
SEP0198495,2020-08-27,7059473,674532,NRM_632,Hona
SEP0198497,2020-09-09,7066863,670585,NRM_763,Hona
SEP0198499,2020-09-12,7074330,666675,NRM_831,Hane
SEP0198500,2020-09-20,7080668,641742,BI406572,Hona
SEP0198501,2020-09-15,7041220,618980,NRM_634,Hona
SEP0198504,2020-09-11,7062439,633721,NRM_1251,Hane
SEP0198506,2020-09-05,7083525,635405,BI414906,Hona
SEP0198508,2020-09-11,7071094,638072,NRM_1251,Hane
SEP0198509,2020-09-08,7084391,645027,BI406528,Hona
SEP0198513,2020-09-05,7061017,659253,BI406673,Hona
SEP0198515,2020-10-17,7033533,664140,BI040887,Hona
SEP0198521,2020-09-15,7079342,628021,BI406652,Hona
SEP0198522,2020-09-12,7060451,657193,BI406583,Hona
SEP0198523,2020-09-12,7033220,664166,BI406600,Hane
SEP0198524,2020-09-13,7068361,639802,BI406693,Hona
SEP0198526,2020-10-17,7032226,629212,NRM_1032,Hane
SEP0198527,2020-09-20,7062805,618740,NRM_1306,Hane
SEP0198528,2020-09-23,7064839,654771,BI406589,Hona
SEP0198532,2020-09-20,7072422,632525,NRM_1253,Hona
SEP0198533,2020-10-17,7073122,631339,NRM_1157,Hane
SEP0198534,2020-08-30,7062604,631565,NRM_633,Hane
SEP0198537,2020-09-09,7039849,632411,BI406597,Hona
SEP0198539,2020-09-10,7039804,633360,BI406684,Hona
SEP0198541,2020-09-20,7073645,631321,NRM_1250,Hona
SEP0198543,2020-09-11,7034409,643987,NRM_955,Hona
SEP0198544,2020-08-25,7026554,656250,BI406663,Hona
SEP0198546,2020-09-13,7069180,636384,BI414925,Hane
SEP0198549,2020-09-05,7072611,625309,NRM_1251,Hane
SEP0198552,2020-09-18,7035635,618843,BI406858,Hane
SEP0198554,2020-09-03,7046694,641007,BI406709,Hona
SEP0198556,2020-09-19,7084714,637455,NRM_768,Hona
SEP0198557,2020-09-09,7078106,633201,BI406652,Hona
SEP0198558,2020-09-10,7069660,655778,BI406583,Hona
SEP0198559,2020-09-10,7036231,654263,BI406663,Hona
SEP0198562,2020-09-11,7037187,623600,BI406609,Hane
SEP0198564,2020-09-08,7076131,625701,NRM_768,Hona
SEP0198569,2020-09-11,7061654,658531,BI406583,Hona
SEP0198570,2020-09-18,7036886,622814,BI406858,Hane
SEP0198575,2020-09-05,7041658,671924,NRM_875,Hona
SEP0198578,2020-09-05,7064525,629615,NRM_633,Hane
SEP0198581,2020-09-12,7078213,643291,NRM_768,Hona
SEP0198583,2020-09-26,7047924,645140,NRM_766,Hane
SEP0198585,2020-09-10,7077762,638904,BI406652,Hona
SEP0198589,2020-09-25,7044185,647253,NRM_974,Hona
SEP0198590,2020-09-16,7048459,638067,BI406709,Hona
SEP0198594,2020-09-03,7048819,641829,NRM_1535,Hona
SEP0198595,2020-09-12,7084078,641343,BI414940,Hane
SEP0198596,2020-08-25,7049087,641909,NRM_766,Hane
SEP0198600,2020-08-31,7052812,607286,BI406696,Hona
SEP0198606,2020-09-28,7046125,603683,NRM_1438,Hona
SEP0198609,2020-10-15,7054951,610852,BI406696,Hona
SEP0198613,2020-08-22,7042667,605044,BI406576,Hona
SEP0198617,2020-09-07,7076850,598387,BI406540,Hane
SEP0198618,2020-09-14,7082036,585720,BI406654,Hona
SEP0198621,2020-09-11,7050496,610588,BI406692,Hane
SEP0198623,2020-09-30,7087315,594726,BI080768,Hona
SEP0198624,2020-09-09,7077346,578538,NRM_714,Hane
SEP0198626,2020-09-27,7049262,603912,BI406696,Hona
SEP0198627,2020-09-25,7062352,604935,NRM_769,Hane
SEP0198632,2020-09-23,7053858,607767,BI406696,Hona
SEP0198633,2020-08-22,7086009,598989,BI080768,Hona
SEP0198635,2020-09-11,7052536,608823,BI406692,Hane
SEP0198638,2020-09-25,7059110,593693,NRM_1310,Hane
SEP0198639,2020-10-13,7052306,606493,BI406696,Hona
SEP0198640,2020-09-15,7058291,609375,BI406620,Hona
SEP0198643,2020-09-20,7058873,598730,NRM_956,Hane
SEP0198644,2020-09-08,7045689,603971,BI080515,Hane
SEP0198646,2020-09-06,7053693,608299,BI406696,Hona
SEP0198648,2020-09-18,7042475,604737,BI080515,Hane
SEP0198651,2020-08-22,7009369,596619,NRM_750,Hane
SEP0198654,2020-09-17,7083482,587435,NRM_1125,Hona
SEP0198655,2020-09-08,7052256,607695,BI406692,Hane
SEP0198656,2020-08-27,7027531,619603,NRM_737,Hona
SEP0198657,2020-08-28,7023587,627009,NRM_657,Hane
SEP0198660,2020-09-20,7071697,594069,BI406910,Hona
SEP0198662,2020-09-12,7009670,620173,BI406719,Hona
SEP0198664,2020-09-30,7024533,587237,NRM_685,Hane
SEP0198665,2020-09-12,7012704,585409,BI406717,Hona
SEP0198666,2020-09-07,7020590,588726,BI080716,Hane
SEP0198667,2020-09-20,7038565,550788,NRM_1243,Hane
SEP0198668,2020-09-10,7021532,588002,BI080716,Hane
SEP0198669,2020-09-15,7027590,565597,NRM_1643,Hona
SEP0198670,2020-09-07,7017891,597251,NRM_773,Hane
SEP0198672,2020-09-10,6990109,651538,BI406629,Hona
SEP0198673,2020-09-27,7013364,627834,NRM_737,Hona
SEP0198674,2020-09-08,7017853,597213,NRM_773,Hane
SEP0198676,2020-09-07,7015189,596680,NRM_897,Hane
SEP0198678,2020-09-12,6998593,618225,NRM_699,Hane
SEP0198680,2020-09-12,7020430,572943,NRM_2020,Okänt
SEP0198682,2020-09-03,7040486,550413,BI407124,Hona
SEP0198685,2020-09-18,7016038,614917,BI406670,Hona
SEP0198692,2020-08-30,7052717,608790,BI406692,Hane
SEP0198694,2020-10-03,6936869,492312,BI406845,Hane
SEP0198699,2020-09-14,7019339,631713,BI406701,Hane
SEP0198724,2020-09-12,6910748,581793,NRM_812,Hona
SEP0198733,2020-10-03,6927230,586745,NRM_857,Hane
SEP0198737,2020-10-11,6927524,587367,NRM_812,Hona
SEP0198741,2020-09-25,7062919,490847,BI406962,Hane
SEP0198748,2020-10-07,6926769,586226,NRM_1117,Hona
SEP0198757,2020-10-10,6927055,587987,NRM_839,Hane
SEP0198762,2020-09-27,6972800,551051,NRM_815,Hona
SEP0198766,2020-10-01,7073150,493396,NRM_698,Hane
SEP0198807,2020-09-21,6922203,463460,BI406930,Hona
SEP0198808,2020-10-04,6982503,470934,NRM_732,Hona
SEP0198810,2020-09-13,6918928,463552,BI407162,Hona
SEP0198811,2020-09-12,6983085,460120,BI407312,Hona
SEP0198812,2020-09-23,6909932,478036,BI407139,Hane
SEP0198814,2020-09-13,6995113,457562,NRM_1199,Hane
SEP0198815,2020-09-28,6847568,458511,NRM_1305,Hane
SEP0198821,2020-09-28,6981877,472226,NRM_732,Hona
SEP0198825,2020-09-19,6915594,482320,BI080293,Hane
SEP0198829,2020-10-18,6895305,467387,NRM_1015,Hane
SEP0198830,2020-09-12,6983394,460859,NRM_1199,Hane
SEP0198831,2020-09-26,6951195,464854,BI414857,Hane
SEP0198834,2020-09-27,6954664,463610,BI409256,Hane
SEP0198837,2020-10-30,6955791,462789,NRM_1160,Hane
SEP0198850,2020-09-20,6915848,481774,NRM_694,Hane
SEP0198851,2020-09-12,7012953,533206,NRM_829,Hane
SEP0198853,2020-10-03,6911002,478434,BI407258,Hona
SEP0198855,2020-08-26,6929263,480564,BI409244,Hane
SEP0198857,2020-10-04,6898623,511071,NRM_855,Hona
SEP0198858,2020-10-02,6898764,511305,BI406628,Hane
SEP0198859,2020-10-03,6899835,509554,NRM_856,Hona
SEP0198862,2020-09-23,6909932,478037,BI407258,Hona
SEP0198864,2020-10-18,7014526,530076,NRM_1559,Hona
SEP0198866,2020-09-24,6913560,484562,BI080293,Hane
SEP0198869,2020-10-03,6899921,510583,NRM_857,Hane
SEP0198873,2020-09-12,6994980,456771,NRM_1199,Hane
SEP0198876,2020-10-18,6942197,475085,BI407184,Hona
SEP0198885,2020-09-23,6993872,456584,BI407312,Hona
SEP0198886,2020-09-15,6912501,480288,BI407239,Hona
SEP0198887,2020-09-20,6916141,480161,BI080293,Hane
SEP0198890,2020-10-07,7014391,553125,BI041088,Hona
SEP0198895,2020-10-04,6899378,506743,NRM_858,Hane
SEP0198898,2020-10-01,6898506,507073,NRM_856,Hona
SEP0198903,2020-09-09,6858514,454694,NRM_1254,Hona
SEP0198904,2020-09-13,6871844,429229,BI041150,Hona
SEP0198906,2020-09-11,6861014,456439,NRM_809,Hona
SEP0198907,2020-10-11,6869793,434449,NRM_1119,Hona
SEP0198908,2020-10-11,6866893,430666,NRM_1139,Hona
SEP0198909,2020-09-20,6839985,443550,NRM_1299,Hane
SEP0198919,2020-09-08,6860427,456011,NRM_1254,Hona
SEP0198921,2020-10-15,6855983,446024,NRM_1056,Hona
SEP0198924,2020-10-28,6832343,469592,NRM_1555,Hane
SEP0198926,2020-10-11,6870754,430343,NRM_1140,Hane
SEP0198927,2020-10-28,6831617,466561,NRM_1555,Hane
SEP0198928,2020-10-29,6829547,465984,BI409329,Hona
SEP0198931,2020-09-12,6860149,437371,NRM_1124,Hona
SEP0198932,2020-10-29,6831680,467880,NRM_1555,Hane
SEP0198945,2020-09-11,6860159,455888,NRM_809,Hona
SEP0198961,2020-09-09,6857828,453357,NRM_809,Hona
SEP0198963,2020-09-09,6858090,453418,NRM_809,Hona
SEP0198964,2020-09-19,6862347,451070,NRM_1017,Hona
SEP0198980,2020-09-09,6836781,433018,NRM_1584,Hona
SEP0198982,2020-09-09,6876560,444851,NRM_994,Hona
SEP0198992,2020-09-09,6838305,433694,NRM_791,Hona
SEP0199004,2020-08-23,7002644,642260,NRM_864,Hona
SEP0199006,2020-08-27,7001931,647667,BI407775,Hane
SEP0199007,2020-09-16,7002067,647437,NRM_1425,Hona
SEP0199009,2020-08-28,7001247,641618,BI406515,Hona
SEP0199010,2020-09-01,7083372,655274,BI406502,Hona
SEP0199021,2020-09-01,7085333,653960,BI406502,Hona
SEP0199025,2020-09-06,6998650,651060,NRM_876,Hona
SEP0199026,2020-09-18,6992960,663271,NRM_1358,Hona
SEP0199054,2020-09-27,6997861,661852,NRM_645,Hona
SEP0199064,2020-08-24,7010025,643351,NRM_1496,Okänt
SEP0199067,2020-09-12,6995736,658881,NRM_645,Hona
SEP0199070,2020-08-31,7014367,635233,NRM_1096,Hona
SEP0199074,2020-09-07,6987964,647541,NRM_901,Hona
SEP0199082,2020-08-29,7001220,647304,BI406629,Hona
SEP0199083,2020-09-29,7001716,648395,NRM_864,Hona
SEP0199086,2020-08-29,7004088,649916,BI407775,Hane
SEP0199090,2020-09-20,6989908,656575,NRM_686,Hane
SEP0199092,2020-09-20,7009667,649190,NRM_704,Hane
SEP0199094,2020-09-02,6997077,660486,NRM_1277,Hane
SEP0199099,2020-09-07,6993170,646211,NRM_864,Hona
SEP0199102,2020-09-14,6990156,649775,BI406629,Hona
SEP0199103,2020-10-01,7033966,621611,NRM_634,Hona
SEP0199109,2020-10-30,7041706,664620,NRM_1561,Hane
SEP0199110,2020-09-13,6989855,654433,BI406629,Hona
SEP0199113,2020-09-01,7042571,689193,NRM_648,Hona
SEP0199119,2020-09-03,6994849,654205,BI406629,Hona
SEP0199126,2020-08-27,7020423,640721,NRM_877,Hona
SEP0199130,2020-09-08,6997649,656274,BI406629,Hona
SEP0199140,2020-10-03,6987941,646979,NRM_901,Hona
SEP0199145,2020-09-12,6990225,654024,BI406629,Hona
SEP0199151,2020-09-12,6995738,659803,NRM_645,Hona
SEP0199152,2020-09-07,6987116,650947,BI406629,Hona
SEP0199156,2020-09-08,6996543,656190,BI406629,Hona
SEP0199158,2020-09-09,6986221,649634,NRM_882,Hona
SEP0199161,2020-09-30,6986244,657031,NRM_686,Hane
SEP0199163,2020-10-09,7032761,624104,BI406570,Hane
SEP0199168,2020-09-08,6995684,657234,BI406629,Hona
SEP0199171,2020-09-17,7074488,639941,NRM_1237,Hona
SEP0199173,2020-09-10,6990387,650866,BI406629,Hona
SEP0199181,2020-09-08,6998342,656356,BI406629,Hona
SEP0199182,2020-09-12,6993659,651258,BI406629,Hona
SEP0199183,2020-09-14,6994561,653701,BI406629,Hona
SEP0199186,2020-09-15,7042224,688914,NRM_648,Hona
SEP0199187,2020-09-07,7008125,654630,NRM_877,Hona
SEP0199188,2020-09-05,6995003,654071,BI406629,Hona
SEP0199192,2020-10-27,7028818,664595,BI040887,Hona
SEP0199194,2020-09-13,6987950,647308,BI406629,Hona
SEP0199197,2020-09-04,6997175,651736,BI406629,Hona
SEP0199203,2020-09-08,6931693,385680,NRM_898,Hona
SEP0199204,2020-09-19,6940025,386551,NRM_1259,Hane
SEP0199207,2020-08-21,6924547,389193,BI406813,Okänt
SEP0199213,2020-09-03,6927292,385484,BI407153,Hane
SEP0199223,2020-10-28,6926847,400016,NRM_1562,Hona
SEP0199236,2020-10-12,6929896,388237,BI041039,Hona
SEP0199265,2020-08-25,6929191,385414,NRM_898,Hona
SEP0199266,2020-09-08,6931819,387558,BI041039,Hona
SEP0199267,2020-09-09,6930517,388313,BI041039,Hona
SEP0199276,2020-09-11,6951617,412336,NRM_1141,Hona
SEP0199288,2020-09-07,6937831,384316,NRM_898,Hona
SEP0199292,2020-08-28,6921591,392416,NRM_1516,Hane
SEP0199294,2020-08-23,6973253,402667,BI407232,Hona
SEP0199299,2020-09-06,6938137,388036,BI041039,Hona
SEP0199305,2020-08-24,7082607,569746,NRM_714,Hane
SEP0199317,2020-08-24,7078762,566396,NRM_1659,Hane
SEP0199328,2020-08-21,6839561,466069,NRM_637,Hane
SEP0199330,2020-08-26,6973265,402676,NRM_1517,Hona
SEP0199336,2020-08-21,6969522,408136,NRM_638,Hona
SEP0199337,2020-09-01,7015678,506022,BI407130,Hona
SEP0199343,2020-08-22,6929119,401991,BI041165,Hona
SEP0199364,2020-10-09,7126873,542835,NRM_1156,Hane
SEP0199374,2020-09-21,6858913,459275,NRM_1254,Hona
SEP0199388,2020-09-15,6951782,398623,NRM_1053,Hona
SEP0199391,2020-10-13,6914904,402452,BI407140,Hona
SEP0199392,2020-09-12,6944202,403041,NRM_1151,Hona
SEP0199394,2020-09-19,7066936,438239,NRM_1307,Hona
SEP0199407,2020-09-09,7065262,539509,NRM_1372,Hona
SEP0199409,2020-09-08,7065186,536893,BI407021,Hona
SEP0199418,2020-09-19,7073935,542950,NRM_1128,Hane
SEP0199428,2020-09-18,7074933,546064,NRM_1063,Hona
SEP0199446,2020-09-06,7064177,535980,NRM_1424,Hane
SEP0199447,2020-09-08,7064051,537599,NRM_775,Hane
SEP0199448,2020-09-07,7063220,536706,BI407021,Hona
SEP0199450,2020-09-28,7078930,560182,NRM_665,Hona
SEP0199454,2020-08-23,7079838,564198,NRM_1131,Hane
SEP0199456,2020-09-10,7065235,506251,NRM_1185,Hona
SEP0199467,2020-09-07,7067053,505006,NRM_1356,Hane
SEP0199468,2020-09-09,7064956,506835,NRM_1201,Hane
SEP0199471,2020-09-19,7058381,507831,NRM_1201,Hane
SEP0199485,2020-09-26,7058204,507646,NRM_835,Hane
SEP0199488,2020-09-15,7085175,565982,NRM_1464,Hane
SEP0199497,2020-09-01,7055547,443348,BI407341,Hona
SEP0199526,2020-09-25,6992141,486506,NRM_687,Hona
SEP0199534,2020-09-12,7063603,486315,BI406928,Hona
SEP0199536,2020-09-14,7064347,486219,NRM_922,Hona
SEP0199541,2020-10-18,7014635,529573,NRM_1559,Hona
SEP0199545,2020-10-18,7015987,530771,NRM_1559,Hona
SEP0199547,2020-09-14,7005260,506294,NRM_1143,Hane
SEP0199548,2020-09-26,7011494,510012,NRM_741,Hane
SEP0199550,2020-09-13,7069741,486454,NRM_1633,Hona
SEP0199551,2020-09-06,7064425,488003,BI406928,Hona
SEP0199554,2020-09-20,7007342,511621,NRM_1072,Hane
SEP0199556,2020-09-17,7012883,509146,NRM_836,Hane
SEP0199574,2020-09-20,6984249,482394,NRM_1197,Hona
SEP0199580,2020-09-12,7030851,538107,NRM_726,Hane
SEP0199581,2020-09-14,7064324,486014,NRM_907,Hona
SEP0199583,2020-09-11,7036173,538762,BI041493,Hane
SEP0199594,2020-09-14,7063612,486315,NRM_942,Hane
SEP0199595,2020-09-18,7069668,486578,NRM_1081,Hona
SEP0199605,2020-09-01,6850179,454330,NRM_861,Hona
SEP0199620,2020-10-02,7022906,496189,BI407167,Hona
SEP0199639,2020-09-01,7016792,505518,BI407130,Hona
SEP0199647,2020-09-14,7030547,512352,NRM_626,Hona
SEP0199650,2020-09-08,6974641,543102,BI406995,Hane
SEP0199686,2020-08-23,7031006,483481,NRM_942,Hane
SEP0199691,2020-09-14,7030441,513591,NRM_1368,Hona
SEP0199695,2020-09-08,7035537,483133,NRM_899,Hona
SEP0199697,2020-08-21,7034787,481426,NRM_899,Hona
SEP0199710,2020-09-22,6976329,590291,BI406549,Hona
SEP0199712,2020-09-15,7040662,538746,BI041493,Hane
SEP0199725,2020-10-12,7004925,432295,BI407309,Hane
SEP0199759,2020-10-14,6978007,593415,BI406549,Hona
SEP0199774,2020-10-27,6961178,427785,NRM_1627,Hona
SEP0199784,2020-10-12,6977055,593630,NRM_1108,Hona
SEP0199821,2020-09-08,7030272,500548,BI407130,Hona
SEP0200003,2020-09-15,7133747,521151,NRM_1343,Hona
SEP0200018,2020-09-11,7139614,527629,BI406782,Hona
SEP0200019,2020-09-23,7125351,529189,NRM_1135,Hona
SEP0200032,2020-09-09,7148094,508470,NRM_1432,Hona
SEP0200036,2020-08-24,7133717,525718,NRM_1547,Hona
SEP0200038,2020-10-13,7139897,531276,NRM_1037,Hane
SEP0200042,2020-09-23,7123619,529180,BI407181,Hona
SEP0200046,2020-09-21,7106894,507518,NRM_706,Hona
SEP0200056,2020-08-22,7134287,519134,NRM_607,Hane
SEP0200060,2020-10-13,7141051,526577,BI406782,Hona
SEP0200064,2020-08-28,7146804,525876,NRM_607,Hane
SEP0200065,2020-10-13,7140654,530211,BI406782,Hona
SEP0200069,2020-10-14,7144128,526318,BI406782,Hona
SEP0200075,2020-09-06,7106795,543100,NRM_627,Hane
SEP0200084,2020-09-03,7156435,518848,BI406861,Hona
SEP0200099,2020-09-26,7059747,535405,NRM_837,Hane
SEP0200201,2020-09-13,6983659,605755,BI406593,Hona
SEP0200205,2020-10-28,6998761,590219,NRM_733,Hane
SEP0200209,2020-08-30,7009640,635900,NRM_1096,Hona
SEP0200211,2020-09-09,7022450,584498,BI080716,Hane
SEP0200212,2020-09-13,7020142,576775,NRM_1635,Hona
SEP0200217,2020-09-13,7020393,576571,NRM_734,Hona
SEP0200218,2020-09-07,6999893,598664,NRM_733,Hane
SEP0200220,2020-09-10,6995715,615069,BI406625,Hona
SEP0200226,2020-09-19,7009344,588307,BI406717,Hona
SEP0200227,2020-09-04,6996462,617208,BI406587,Hane
SEP0200236,2020-08-22,6994844,613941,NRM_1097,Hona
SEP0200243,2020-09-02,6980650,616696,NRM_691,Hane
SEP0200246,2020-09-09,7010046,621101,NRM_1187,Hane
SEP0200249,2020-09-13,7019778,576947,NRM_734,Hona
SEP0200251,2020-09-13,7020698,576334,NRM_734,Hona
SEP0200252,2020-08-30,6987591,596779,NRM_733,Hane
SEP0200254,2020-10-30,6997720,589752,NRM_733,Hane
SEP0200256,2020-09-15,7009851,646208,NRM_1363,Hane
SEP0200267,2020-10-10,6984080,607413,BI406625,Hona
SEP0200275,2020-09-11,7024131,586178,BI080716,Hane
SEP0200277,2020-09-23,7018415,630362,BI406701,Hane
SEP0200279,2020-09-08,7026618,588095,NRM_685,Hane
SEP0200282,2020-09-07,6997992,604089,NRM_733,Hane
SEP0200286,2020-09-11,6988142,600022,BI406593,Hona
SEP0200289,2020-09-27,6989067,620138,NRM_814,Hane
SEP0200291,2020-09-27,6988970,620699,NRM_1351,Hane
SEP0200297,2020-08-30,6988083,667060,NRM_1097,Hona
SEP0200299,2020-09-13,7016460,576642,NRM_734,Hona
SEP0200300,2020-10-03,6914526,517308,NRM_839,Hane
SEP0200304,2020-09-19,6936739,529708,NRM_879,Hane
SEP0200305,2020-10-01,6937039,554853,NRM_688,Hane
SEP0200310,2020-10-13,6942907,546942,BI041076,Hona
SEP0200313,2020-09-26,6941518,532364,NRM_770,Hane
SEP0200314,2020-10-13,6946513,553177,BI041076,Hona
SEP0200315,2020-09-26,6941726,530110,NRM_770,Hane
SEP0200316,2020-10-16,6943396,540918,NRM_1014,Hona
SEP0200319,2020-10-03,6955903,559443,BI041076,Hona
SEP0200322,2020-09-29,6953487,562502,NRM_1066,Hane
SEP0200326,2020-10-16,6939845,541471,NRM_641,Hane
SEP0200329,2020-09-24,6918501,495594,NRM_694,Hane
SEP0200333,2020-09-07,6932945,515810,NRM_1079,Hane
SEP0200338,2020-09-26,6932241,529592,BI407050,Hane
SEP0200341,2020-09-17,6916420,519013,NRM_1117,Hona
SEP0200343,2020-10-13,6943468,547764,NRM_932,Hona
SEP0200345,2020-09-11,6910636,516901,NRM_929,Hane
SEP0200347,2020-09-11,6923043,520862,BI409230,Hane
SEP0200352,2020-10-26,6940060,545345,NRM_641,Hane
SEP0200354,2020-10-14,6943378,547794,NRM_932,Hona
SEP0200357,2020-08-29,6919728,508108,NRM_736,Hane
SEP0200358,2020-09-26,6951018,547690,BI041076,Hona
SEP0200359,2020-10-14,6942601,544700,NRM_932,Hona
SEP0200361,2020-10-01,6937018,554046,NRM_932,Hona
SEP0200362,2020-08-28,6922865,520810,NRM_690,Hona
SEP0200366,2020-10-01,6914559,517548,NRM_644,Hane
SEP0200367,2020-10-14,6940885,544930,NRM_688,Hane
SEP0200369,2020-10-17,6943847,544705,NRM_641,Hane
SEP0200370,2020-10-01,6937313,554129,BI041076,Hona
SEP0200373,2020-08-25,6924348,506178,NRM_736,Hane
SEP0200378,2020-10-13,6953468,559787,BI041076,Hona
SEP0200379,2020-10-16,6943074,547638,NRM_932,Hona
SEP0200380,2020-10-03,6937803,527696,NRM_689,Hane
SEP0200381,2020-09-26,6932227,529907,BI407050,Hane
SEP0200387,2020-09-27,6939032,542895,NRM_641,Hane
SEP0200390,2020-10-12,6954661,558428,BI041076,Hona
SEP0200391,2020-09-30,6934575,520379,NRM_689,Hane
SEP0200395,2020-09-25,6951391,545090,BI041076,Hona
SEP0200396,2020-10-16,6943131,547801,BI041076,Hona
SEP0200397,2020-10-16,6970572,541794,BI407302,Hona
SEP0200400,2020-09-10,7016060,617386,BI406719,Hona
SEP0200401,2020-09-01,6991496,609847,BI080198,Hane
SEP0200402,2020-08-30,7006393,592518,NRM_900,Hona
SEP0200403,2020-09-20,7003821,589650,NRM_1185,Hona
SEP0200405,2020-09-26,6990379,616722,BI406587,Hane
SEP0200407,2020-08-29,7013011,586756,BI406717,Hona
SEP0200409,2020-09-28,7080985,584484,NRM_713,Hane
SEP0200411,2020-09-09,6983785,605579,BI406593,Hona
SEP0200412,2020-09-10,7016344,617893,BI406719,Hona
SEP0200413,2020-09-11,7010467,590181,NRM_900,Hona
SEP0200415,2020-09-19,7017197,621569,NRM_737,Hona
SEP0200416,2020-09-10,7014574,617044,BI406670,Hona
SEP0200423,2020-09-20,6989337,596969,NRM_733,Hane
SEP0200424,2020-10-17,6997979,595332,NRM_733,Hane
SEP0200432,2020-08-29,7028768,585297,NRM_930,Hona
SEP0200439,2020-09-09,6995217,618235,NRM_1361,Hane
SEP0200440,2020-09-08,7005796,590429,BI406717,Hona
SEP0200442,2020-09-06,7017078,582829,NRM_810,Hane
SEP0200444,2020-09-07,7007057,584725,NRM_1185,Hona
SEP0200445,2020-09-16,7025526,624662,NRM_737,Hona
SEP0200447,2020-09-09,7008349,589994,BI406717,Hona
SEP0200449,2020-09-23,7012823,617570,BI406719,Hona
SEP0200451,2020-09-08,7016898,583520,BI407107,Hona
SEP0200453,2020-09-07,7008287,583053,BI406717,Hona
SEP0200456,2020-09-20,7007266,588183,NRM_733,Hane
SEP0200457,2020-09-19,7013226,579114,BI407107,Hona
SEP0200458,2020-09-23,7008976,620095,NRM_838,Hane
SEP0200459,2020-09-07,7016413,581708,NRM_810,Hane
SEP0200460,2020-09-11,7017044,615769,BI406670,Hona
SEP0200462,2020-09-25,7004391,625304,NRM_1352,Hane
SEP0200465,2020-08-30,7012923,586868,BI406717,Hona
SEP0200466,2020-09-12,7013365,585815,BI406717,Hona
SEP0200471,2020-09-12,7008217,588998,BI406717,Hona
SEP0200473,2020-09-07,7008242,583056,BI406717,Hona
SEP0200475,2020-10-03,7005912,586277,NRM_733,Hane
SEP0200478,2020-09-07,7007131,584642,NRM_1185,Hona
SEP0200480,2020-09-06,7010498,590263,NRM_900,Hona
SEP0200481,2020-09-08,6999630,591210,NRM_900,Hona
SEP0200487,2020-09-22,6998061,621219,NRM_699,Hane
SEP0200491,2020-10-03,7013032,579078,BI406717,Hona
SEP0200494,2020-09-18,7010436,576491,NRM_957,Hona
SEP0200496,2020-09-05,6989362,596333,BI406593,Hona
SEP0200497,2020-09-19,7004791,631300,NRM_1235,Hona
SEP0200501,2020-08-22,7056826,580972,NRM_912,Hona
SEP0200503,2020-08-23,7055298,582533,NRM_912,Hona
SEP0200504,2020-08-24,7054399,595803,BI406692,Hane
SEP0200505,2020-08-23,7056878,584421,NRM_912,Hona
SEP0200516,2020-08-25,7089474,593064,NRM_1125,Hona
SEP0200517,2020-08-21,7086546,594919,BI406654,Hona
SEP0200519,2020-08-22,7087274,595771,BI406654,Hona
SEP0200522,2020-08-22,7073843,587770,NRM_1481,Hona
SEP0200538,2020-10-16,7094999,587798,NRM_1033,Hona
SEP0200539,2020-09-18,7098236,585823,BI414784,Hona
SEP0200542,2020-09-22,7094753,588215,BI040932,Hona
SEP0200547,2020-08-22,7058571,579852,NRM_1467,Hona
SEP0200551,2020-09-24,7089571,588043,NRM_1426,Hane
SEP0200552,2020-09-13,7097851,585305,BI080766,Hane
SEP0200556,2020-08-22,7075670,584701,BI406536,Hona
SEP0200558,2020-09-03,7084729,589263,NRM_1125,Hona
SEP0200562,2020-09-13,7082663,582332,BI406654,Hona
SEP0200563,2020-10-12,7072122,579259,NRM_772,Hona
SEP0200564,2020-09-16,7071708,580794,NRM_931,Hane
SEP0200571,2020-09-19,7091219,595725,NRM_1308,Hona
SEP0200575,2020-09-29,7087316,594694,NRM_1427,Hane
SEP0200581,2020-09-18,7065091,582951,BI040969,Hona
SEP0200584,2020-08-27,7065075,582945,BI406544,Hane
SEP0200585,2020-09-19,7052183,632730,NRM_958,Hane
SEP0200588,2020-08-23,7059395,581687,NRM_1467,Hona
SEP0200589,2020-09-09,7058230,598205,NRM_823,Hona
SEP0200592,2020-08-21,7060233,579829,NRM_640,Hane
SEP0200595,2020-09-02,6980715,616738,NRM_691,Hane
SEP0200600,2020-09-10,6908688,513681,BI407281,Hona
SEP0200601,2020-09-21,6909031,512560,NRM_644,Hane
SEP0200602,2020-10-03,6932406,493129,NRM_1598,Hane
SEP0200605,2020-09-07,6942435,535975,BI406665,Hane
SEP0200607,2020-09-19,6907919,512361,NRM_839,Hane
SEP0200608,2020-08-26,6922707,544013,NRM_903,Hona
SEP0200610,2020-09-13,6911494,520308,BI406565,Hona
SEP0200617,2020-09-01,6944385,552164,NRM_839,Hane
SEP0200624,2020-08-25,6943845,554327,NRM_688,Hane
SEP0200627,2020-08-22,6910885,511595,NRM_644,Hane
SEP0200629,2020-09-05,6936437,529322,NRM_879,Hane
SEP0200630,2020-09-17,6909073,508199,NRM_1236,Hane
SEP0200633,2020-10-10,6903416,510276,NRM_856,Hona
